Year,Artist,Title,Genre,Streams(Millions)
,Robin Schulz,Love Tonight,Deep House,83
,Avicii,Pure Grinding,Twerk,83
2024,Joost,Europapa,Eurodance,83
,Gorgon City,Imagination,Deep Tech,83
,Drake,A Keeper,Afro House,83
,Armand Van Helden,U Don't Know Me,French House,83
,Drake,Falling Back,Deep House,83
,Riton,Rinse & Repeat,Deep Tech,83
2017,Ellusive,Champagne & Sunshine,Tropical House,83
,Audien,Kill The Lights,Garage House,83
2019,Justin Jesso,Bigger Than,*Tropical House,83
,Armand Van Helden,U Don't Know Me,Garage House,83
2020,A Day To Remember,Take Over,Hybrid Trap,82
,Imanbek,SAD,Slap House,82
,Dubdogz,Techno Prank,*Brazilian Bass,82
,Dimitri Vegas & Like Mike,Hey Baby,Tropical House,82
,Sigala,Say You Do,Liquid Drum & Bass,82
2019,Lost Kings,Don't Kill My High,Future Bass,82
2012,R.I.O.,Party Shaker,Electro House,82
,Sigala,Say You Do,Dancefloor Drum & Bass,82
,Ed Marquis,Pon De Replay,Slap House,82
,Cat Dealers,Your Body,Brazilian Bass,82
,DVBBS,Tinted Eyes,Slap House,82
,Stromae,Ta Fête,Tribal House,82
,Skrillex,Summit,Melodic Dubstep,82
,Skrillex,Summit,Chillstep,82
,Marshmello,Too Much,Slap House,82
,Macky Gee,Tour,Jump-Up,82
,Alan Walker,That's What I Like,Heaven Trap,82
,Deep Chills,Run Free,Tropical House,82
,The Tech Thieves,Fake,Trap,82
,Ed Marquis,Pon De Replay,Future House,82
,Martin Jensen,At Least I Had Fun,*Tropical House,82
,Dimitri Vegas & Like Mike,Hey Baby,Moombahton,82
,Felix Jaehn,Book Of Love,Tropical House,81
2018,Mike Williams,The Beat,Future Bounce,81
,Punctual,Do It All Again,Slap House,81
2023,LIZOT,This Is The Life,*Hard Trance,81
2016,Zedd,Candyman,Future Bass,81
,Bebe Rexha,One In A Million,Eurodance,81
,WHTKD,Say To Me,Future House,81
,KAYTRANADA,Be Your Girl,Deep House,81
2012,Hardwell,Apollo,Complextro,81
,Jauz,Trampoline,Brostep,81
,WHTKD,Say To Me,Deep House,81
,Rui Da Silva,Touch Me,Vocal Trance,81
,Rui Da Silva,Touch Me,Progressive Trance,81
,Tiësto,BLUE,Tropical House,81
2012,Hardwell,Apollo,Electro House,81
,Rui Da Silva,Touch Me,Progressive House,81
,Kygo,Starboy,Tropical House,81
,Flo Rida,Can't Believe It,Hip House,81
2024,Badger,These Words,Stutter House,81
,David Guetta,Sun Goes Down,Big Room House,81
2014,Different Heaven,My Heart,Drumstep,81
,Michael Calfan,Nobody Does It Better,Future House,81
,Fall Out Boy,Young & Menace,Brostep,80
,Seeb,Stitches,Tropical House,80
2011,AFROJACK,No Beef,Dutch House,80
2022,ILLENIUM,All That Really Matters,Future Bass,80
2021,Bru-C,Streetside,Drum & Bass,80
,Oliver Heldens,One Kiss,Tech House,80
,Gordo,Bricks,Festival Trap,80
,Robin Schulz,Unforgettable,Tropical House,80
,Black Box,Ride On Time,Italo House,80
2017,Ahrix,Nova,Electro House,80
,Shallou,Lie,Tropical House,80
2014,Lindsey Stirling,Roundtable Rival,Electro House,80
,Black Box,Ride On Time,Diva House,80
2021,AFROJACK,Hero,Festival Progressive House,80
,Duke Dumont,Need U (100%),Deep House,80
,Oliver Heldens,One Kiss,Deep House,80
2015,The Chainsmokers,Let You Go,Electro House,80
,MK,Rhyme Dust,G-House,80
,Black Box,Ride On Time,Euro House,80
,AFROJACK,Turn Up The Speakers,Big Room House,80
,WEISS,Feels My Needs,Garage House,80
,Don Diablo,On My Mind,Future House,79
,Alan Walker,Stranger Things,Electro House,79
2012,Knife Party,Internet Friends,Complextro,79
,DJ Gius,Kernkraft 400,Electroclash,79
,Lost Frequencies,What Is Love 2016,Tropical House,79
,Felguk,Ai Ai Ai,Brazilian Bass,79
,Clean Bandit,Higher,Tropical House,79
,Jungle,Keep Moving,Nu-Disco,79
,Gabry Ponte,Call Me,Psytrance,79
,Shallou,Begin,Balearic Beat,79
,NBSPLV,Lost Soul,-,79
2006,Fedde Le Grand,Put Your Hands Up For Detroit,Electro House,79
,Scooter,Nessaja,Happy Hardcore,79
,Beyoncé,THIQUE,Hip House,79
,VIZE,Brother Louie,Slap House,79
,DJ Gius,Kernkraft 400,Hard Trance,79
,Scooter,How Much Is The Fish?,UK Hard House,79
,Armand Van Helden,My My My,Funky House,79
,Gryffin,Need Your Love,Melodic Dubstep,79
,Pendulum,Watercolour,Dancefloor Drum & Bass,79
,Scooter,How Much Is The Fish?,Eurodance,79
,Scooter,Nessaja,Euro-Trance,79
,Alan Walker,Stranger Things,Tropical House,79
,VIZE,Space Melody (Edward Artemyev),Slap House,79
,Scooter,How Much Is The Fish?,Euro-Trance,79
,Lost Frequencies,Beat Of My Heart,*Tropical House,79
,The Chainsmokers,Let You Go,Festival Progressive House,79
,Scooter,Nessaja,Hard Trance,79
2022,TWOPLIOTS,Riptide,*Tropical House,79
,DJ Gius,Kernkraft 400,Tech Trance,79
,Lost Frequencies,Questions,Tropical House,78
2019,The Prophet,Wanna Play?,*Rawphoric,78
,Avicii,Friend Of Mine,Tropical House,78
,Tiësto,Pepas,Slap House,78
,Gazzo,Best Day Of My Life,*Festival Progressive House,78
,Marky Mark & The Funky Bunch,Good Vibrations,Hip House,78
,Tiësto,Chemicals,Future House,78
,Major Lazer,Shape Of You,-,78
2016,AronChupa,Little Swing,Electro Swing,78
2016,AronChupa,Little Swing,Melbourne Bounce,78
,Alesso,Sad Song,Nu-Disco,78
,Vintage Culture,Cante Por Nós,Brazilian Bass,78
,Porter Robinson,Goodbye To A World,Festival Progressive House,78
,KSI,Really Love,UK Garage,78
,Ofenbach,Shivers,Slap House,78
2016,Alesso,Take My Breath Away,Electro House,78
2020,HUGEL,Breaking Me,*Tech House,78
,Alesso,Take My Breath Away,House,77
,DJ Snake,Run It,Midtempo Bass,77
,Europa,Tequila,Future House,77
,HYLO,Blank,Melodic Dubstep,77
,The Knocks,Classic,Nu-Disco,77
,Felix Jaehn,Do It Better,Future House,77
2015,Axwell /\ Ingrosso ,On My Way,Electro House,77
,Basement Jaxx,Where's Your Head At,House,77
,Europa,Tequila,Bass House,77
,Dom Dolla,San Frandisco,Tech House,77
,Alle Farben,Alright,Slap House,77
,Snakehips,Either Way,UK Bass,77
,Hot Shade,California,*Tropical House,77
,Basement Jaxx,Where's Your Head At,Big Beat,77
,NEFFEX,Careless,Trap,77
2022,SICK CVNT,SUMMERTIME SADNESS,-,77
,Sigma,Anywhere,Future House,77
2011,LMFAO,Champagne Showers,Electro House,77
,Klangkarussell,Falls Like Rain (Netzwerk),Tech House,76
,Kygo,Undeniable,Tropical House,76
,Dynoro,Hangover,Slap House,76
,Louis The Child,Weekend,Future Bass,76
,Hardwell,Young Again,Festival Progressive House,76
,RL Grime,I Wanna Know,Future Bass,76
2023,Dezko,Ascend,Stutter House,76
2015,Steve Aoki,I Love It When You Cry,Electro House,76
,Alok,Free My Mind,Tropical House,76
,NOTD,I Miss Myself,Tropical House,76
,Axwell /\ Ingrosso ,Dancing Alone,Festival Progressive House,76
,Alesso,Going Dumb,Slap House,76
,MOGUAI,Hold On,Tropical House,76
,Axwell /\ Ingrosso ,Dancing Alone,Future House,76
,Martin Solveig,Juliet & Romeo,Nu-Disco,76
,RL Grime,I Wanna Know,Trap,76
,Oliver Heldens,Fire In My Soul,Future House,76
,Machel Montano,All My Love,Moombahton,76
,NOTD,I Miss Myself,Future Bass,76
,Martin Solveig,Juliet & Romeo,Future House,76
,filous,Ohio,Tropical House,75
2016,Alan Walker,Routine,Electro House,75
,MEDUZA,Bad Habits,Tech House,75
,NOTD,There's Nothing Holdin' Me Back,Tropical House,75
,Marshmello,Moving On,Future Bass,75
,filous,Coming Over,-,75
,VIZE,White Lies,Slap House,75
,Martin Garrix,Together,Festival Progressive House,75
,Armin van Buuren,On & On,Slap House,75
,Seeb,Easier,Tropical House,75
,Peking Duk,High,Future Bass,75
,MEDUZA,Bad Habits,Future Rave,75
,Axwell /\ Ingrosso ,On My Way,Festival Progressive House,75
,Marshmello,Moving On,Trap,75
2013,DJ Antoine,You're Ma Cherie,Electro House,75
,Elderbrook,Something About You - Chill Mix,-,75
,Galwaro,Like A Prayer,-,74
,Stromae,Alors On Danse - Remix,Hip House,74
,Felix Jaehn,Fantasy,Tropical House,74
,Daft Punk,Voyager,Funky House,74
,Tchami,Promesses,Future House,74
,John Summit,Where You Are,Melodic House,74
2023,TRXVELER,TREINAMENTO DA FORÇA,*Brazilian Phonk,74
,Daft Punk,Voyager,French House,74
,John Summit,Where You Are,Progressive House,74
,Daft Punk,Face To Face,French House,74
,John Summit,Where You Are,Melodic House,74
,Brando,Look Into My Eyes,Slap House,74
,Kordhell,MURDER PLOT,Phonk House,74
,Jerome,Take My Hand,*Hard Dance,74
,Louis The Child,Little Things,Future Bass,74
,Diplo,Turn Back Time,Diva House,73
,INNA,More Than Friends,Romanian Popcorn,73
,Martin Garrix,Forever,Festival Progressive House,73
2017,Jimmy Sax,No Man No Cry,*Deep House,73
,Brennan Heart,Imaginary,Euphoric Hardstyle,73
,Tobu,Candyland,Festival Progressive House,73
2017,Darius,Hot Hands,Tropical House,73
,R3HAB,Trouble,Tropical House,73
2010,Skrillex,Kill EVERYBODY,Complextro,73
,Steve Aoki,Mayhem,Big Room House,73
2014,Zedd,Rude,Electro House,73
2024,Charli XCX,Von Dutch,Electro House,73
,Drake,Flight's Booked,Deep House,73
2019,UNDRESSD,Forever Young,*Tropical House,73
,Yellow Claw,Love & War,Trap,73
2014,The Chainsmokers,Habits (Stay High),Electro House,73
,Diplo,Turn Back Time,Future House,73
,Yellow Claw,Love & War,Future Bass,73
,Basshunter,DotA,Hands Up,73
2022,loafers,Lay All Your Love On Me,*Slap House,73
,Smolasty,Du?e Oczy,Slap House,73
,Diplo,Turn Back Time,House,73
,Fedde Le Grand,Put Your Hands Up For Detroit,Tech House,73
,Vintage Culture,Pour Over,Brazilian Bass,73
,Cat Dealers,Gravity,Brazilian Bass,73
,Armin van Buuren,In And Out Of Love,Vocal Trance,72
,Sam Feldt,Hold Me Close,Tropical House,72
,Seven Lions,Strangers,Festival Progressive House,72
,Cheat Codes,Never Love You Again,House,72
,The Living Tombstone,Die In A Fire,Glitch Hop,72
,Avicii,Dear Boy,Festival Progressive House,72
,Cheat Codes,Never Love You Again,Garage House,72
,Disclosure,Tondo,Funky House,72
,Faithless,God Is A DJ,Progressive Trance,72
,Seven Lions,Strangers,Melodic Dubstep,72
,Kordhell,LAND OF FIRE,Phonk House,72
,Dirty South,City Of Dreams,Festival Progressive House,72
,Armin van Buuren,In And Out Of Love,Progressive Breaks,72
2012,R.I.O.,Summer Jam,Electro House,72
,Blasterjaxx,Narco,Big Room House,72
,Don Diablo,King Of My Castle,Future House,72
,Rudimental,Not Giving In,Dancefloor Drum & Bass,72
,Tchami,You Know You Like It,Future House,72
,Kx5,I Remember,Progressive House,72
,Tiësto,Pump It Louder,Tech House,72
,Drake,Texts Go Green,Deep House,72
,Drake,Texts Go Green,Afro House,72
,The Prodigy,Omen,Hardcore Breaks,72
,Alan Walker,Running Out Of Roses,Slap House,72
,Faithless,God Is A DJ,Progressive House,72
,The Prodigy,Omen,Big Beat,72
,Marshmello,Chasing Colors,Trap,71
2023,LXNGVX,DNA,Brazilian Phonk,71
,Apashe,Majesty,Trap,71
,Hardwell,I'm Not Sorry,Future Bounce,71
,Sash!,Encore Une Fois,Hardbag,71
,KSI,Not Over Yet,Liquid Drum & Bass,71
2024,Dua Lipa,Illusion,Diva House,71
,Sam Feldt,Only Want You,-,71
,Gryffin,Heading Home,Deep House,71
,Disclosure,F For You,UK Garage,71
,Jonas Blue,Wherever You Go,*Tropical House,71
,Audien,Colors,*Heaven Trap,71
,Hippie Sabotage,Options,-,71
,DJ Gollum,The Bad Touch 2k20,*Slap House,71
,Stephen,Bullet Train,Melodic Dubstep,71
,Topic,Home,Deep House,71
2016,grandson,Bury Me Face Down,Trap,71
,Depeche Mode,People Are People,EBM,71
,The Chainsmokers,Habits (Stay High),Big Room House,71
,Wyclef Jean,Divine Sorrow,Festival Progressive House,71
,Future Breeze,Encore Une Fois,Euro-Trance,71
,T-Mass,It's All On U,Heaven Trap,71
2023,D.O.D,So Much In Love,Electro House,71
,Petit Biscuit,Problems,Tropical House,71
,Scooter,God Save The Rave,UK Hardcore,71
,BAYNK,go with u,Tropical House,71
,Disclosure,F For You,Deep Tech,71
,Marshmello,Chasing Colors,Future Bass,71
,DJ Fresh,Hot Right Now,Dancefloor Drum & Bass,71
2020,David Guetta,Dreams,Electro House,71
,Stephen,Bullet Train,Brostep,71
2012,David Guetta,I Can Only Imagine,Electro House,71
,Glockenbach,Brooklyn,-,70
,Skrillex,Supersonic (my existence),Halftime,70
,Don Diablo,All The Time,*Future House,70
,Lost Kings,Anti-Everything,Dance-Pop,70
2015,The Chainsmokers,New York City,Electro House,70
,Broiler,Wild Eyes,-,70
,Duke Dumont,Won't Look Back,Diva House,70
2010,Skrillex,Rock 'n' Roll (Will Take You To The Mountain),Complextro,70
,SG Lewis,Chemicals,Nu-Disco,70
,Galantis,Tell Me You Love Me,UK Funky,70
2016,Zedd,Ignite,Electro House,70
,Ranji,The Moment I'm Missing,*Psytrance,70
,Charlotte De Witte,The Age Of Love,Peak Time Techno,70
,James Hype,Ferrari - Remix,Hip House,70
2024,Ella Henderson,Alibi,Liquid Drum & Bass,70
,Hardwell,Don't Let Me Down,Euphoric Hardstyle,70
2009,Calvin Harris,Flashback,Electro House,70
,KAYTRANADA,Vex Oh,Deep House,70
,Unknown Brain ,Why Do I?,Trap,70
,Sub Focus,Tidal Wave,Drumstep,70
,Duke Dumont,Won't Look Back,Deep House,70
,MØ,Sun In Our Eyes,Nu-Disco,70
,Alan Walker,Don't You Hold Me Down,Slap House,70
,Martin Garrix,Hero,Future Bass,70
,Avicii,Rapture,Festival Progressive House,70
,Sub Focus,Tidal Wave,Dancefloor Drum & Bass,70
,DNMO,Sick Of You,Future Bass,70
,Zedd,Rude,Festival Progressive House,70
,Korn,Get Up!,Brostep,70
,Vintage Culture,Pontos De Exclamação,Brazilian Bass,70
,Chase & Status,End Credits,Dancefloor Drum & Bass,70
,DJ Snake,The Half,Trap,70
,James Hype,Ferrari - Remix,Tech House,70
,INNA,UP,Tropical House,70
,Duke Dumont,Won't Look Back,Garage House,70
,Vintage Culture,Pontos De Exclamação,Tropical House,70
,David Guetta,Helium,Future Bass,70
,Timmy Trumpet,World At Our Feet,Psytrance,69
,Mike Perry,Body To Body,Tropical House,69
2015,Redfoo,Juicy Wiggle,Electro House,69
,MEDUZA,Born To Love,Tech House,69
,NOTD,Nobody,Slap House,69
,Paul Kalkbrenner,Feed Your Head,Tech House,69
,Timmy Trumpet,Punjabi,Psystyle,69
,Mansionair,Easier,Chillstep,69
,The Chainsmokers,New York City,Festival Progressive House,69
,Madism,Like A Prayer,*Slap House,69
,Paul Kalkbrenner,Aaron,,69
2021,Vandelux,Matter Of Time,-,69
,Paul Van Dyk,In Your Arms (For An Angel),Slap House,69
,Kris Kross Amsterdam,Early In The Morning,Moombahton,69
,Gaullin,Seven Nation Army,*Slap House,69
,Robin Schulz,Cola,,69
,Bassnectar,Lights,*Brostep,69
,Avicii,Bad Reputation,Tropical House,69
2017,Weird Genius,Sweet Scar,Future Bass,69
,BICEP,Apricots,Future Garage,69
,Robin Schulz,On Repeat,Brazilian Bass,69
,ODESZA,Falls,Future Bass,69
,Gaullin,Seven Nation Army,*Brazilian Bass,69
,Armin van Buuren,Sunny Days,Tropical House,68
,Chris Lake,How Deep Is Your Love,Future House,68
1985,Harold Faltermeyer,Axel F,Electro,68
,Fred again..,Danielle (smile on my face),Stutter House,68
,Fred again..,Danielle (smile on my face),Future Garage,68
,Tiësto,Head & Heart,Slap House,68
,Louis The Child,Fire,Heaven Trap,68
2018,Sigala,Feels Like Home,Tropical House,68
,Flosstradamus,Came Up,Future Bass,68
,ILLENIUM,Without Me,Melodic Dubstep,68
,KSHMR,Wildcard,Big Room House,68
2018,AronChupa,Rave In The Grave,Melbourne Bounce,68
2020,Weird Genius,LATHI,Trap,68
2018,grandson,Despicable,Trap,68
,Chris Lake,How Deep Is Your Love,Tech House,68
,ILLENIUM,Without Me,Future Bass,68
2018,Sigala,Feels Like Home,Future House,68
,Deorro,I Can Be Somebody,-,67
,Kygo,Miami 82,Deep House,67
,Zedd,Ignite,Festival Progressive House,67
,Jack Ü,Febreze,Hybrid Trap,67
,HBz,King Kong,,67
,NEFFEX,Never Give Up,-,67
,Avicii,Heart Upon My Sleeve - Remix,Progressive House,67
,ODESZA,Bloom,Future Bass,67
,Flume,Smoke & Retribution,Wonky,67
,Alok,In My Mind,Brazilian Bass,67
,W&W,Don't Let Me Down,Future Bass,67
,W&W,Live The Night,Big Room House,67
,Valentino Khan,Deep Down Low,Bass House,67
2015,Gordo,Toca,Melbourne Bounce,67
,Alok,The Wall,Slap House,67
,W&W,Don't Let Me Down,Hybrid Trap,67
,Alan Walker,The Drum,Slap House,67
,Pendulum,Voodoo People,Dancefloor Drum & Bass,67
,W&W,Don't Let Me Down,Happy Hardcore,67
,Elderbrook,Something About You,Tropical House,67
2010,Daft Punk,Derezzed,French Electro,67
,Robin Schulz,Willst Du,Tropical House,67
,Kygo,Miami 82,Tropical House,67
,D.O.D,Every Step,Garage House,67
,Martin Garrix,Helicopter,Big Room House,67
,FISHER,Atmosphere,Tech House,67
2013,Havana Brown,We Run The Night,Electro House,67
2012,Feed Me,Love Is All I Got,Complextro,67
,Alok,The Wall,Brazilian Bass,67
2010,Daft Punk,Derezzed,Electro House,67
,ODESZA,Bloom,Wonky,67
2024,Charli XCX,360,Bubblegum Bass,67
2009,Calvin Harris,I'm Not Alone,Electro House,66
,ILLENIUM,Beautiful Creatures,Future Bass,66
,CAZZETTE,Blind Heart,Deep House,66
,KAIZ,2 Phút Hon,Vinahouse,66
,AFROJACK,Another Life,Future Bass,66
,Tiësto,All Nighter,Slap House,66
,Otto Knows,Back Where I Belong,Festival Progressive House,66
,Purple Disco Machine,Devil In Me,Nu-Disco,66
2024,DENNIS,RAM TCHUM,Funk Mandelão,66
,Bakermat,Games Continued,,66
,Yellow Claw,Shotgun,Trap,66
2018,Fumaratto,Me Provocas,Guaracha,66
2021,Jhenny,Chamo Teu Vulgo Malvadão,Funk Mandelão,66
2022,RSCL,Lost,Tech House,66
,Wildstylez,Year Of Summer,Euphoric Hardstyle,66
2022,RSCL,Lost,Progressive House,66
,Whethan,Superlove,Future Bass,66
,RÜFÜS DU SOL,Like An Animal,Tropical House,66
,Odetari,YOU'RE TOO SLOW,Jersey Club,66
2022,Tiësto,Savage,Melbourne Bounce,66
,Robin Hustin,Light It Up,Future Bounce,66
,MK,One Night,Garage House,65
,Icona Pop,Off Of My Mind,Slap House,65
,Calvin Harris,Alone,Bass House,65
,Valentino Khan,Pump,Bass House,65
,Disclosure,Holding On,Deep House,65
,Snakehips,Dímelo,,65
,Dimitri Vegas & Like Mike,Unity,Big Room House,65
,What So Not,Innerbloom,Future Bass,65
,Calvin Harris,Alone,Future House,65
2020,SOMMA,I Don't Wanna Know,,65
2019,Martin Garrix,Home,Electro House,65
,Disclosure,Holding On,UK Garage,65
,MK,One Night,Diva House,65
,Waterparks,Turburlent,Dancefloor Drum & Bass,65
2015,Martin Garrix,Can't Feel My Face,Dutch House,65
,James Blake,Limit To Your Love,UK Bass,65
2017,Joakim Lundell,All I Need,*Tropical House,65
,What So Not,Innerbloom,Wonky,65
,Madism,Someone You Loved,-,65
,Disclosure,Holding On,UK Funky,65
,Matoma,Wonderful Life (Mi Oh My),Tropical House,65
2019,grandson,Darkside,Trap,65
,Caravan Palace,Wonderland,Electro Swing,64
,Klaas,Ok Without You,Slap House,64
2019,Dzeko,Heaven,Electro House,64
2019,Dzeko,Heaven,Future Bounce,64
2023,Tiësto,BOTH,Slap House,64
,FiNCH,Easy Peasy,,64
,ZHU,My Life,Progressive House,64
,GAMPER & DADONI,Rule The World,Festival Progressive House,64
,R3HAB,One More Dance,Slap House,64
,Thomas Gold,Magic,Tropical House,64
2022,piri & tommy,on & on,Liquid Drum & Bass,64
,ZHU,My Life,Tech House,64
,Tristam,Frame Of Mind,Dancefloor Drum & Bass,64
2019,KAAZE,I Should Have Walked Away,Festival Progressive House,64
,Flume,Let You Know,UK Bass,64
,Gorgon City,You've Done Enough,Tech House,64
,Sean Paul,Tip Pon It,Moombahton,64
,GATTÜSO,Post Malone,*Festival Progressive House,64
,Gordo,Toca,Big Room House,64
,Sam Feldt,Been A While,Tropical House,63
,Armin van Buuren,Turn It Up,Big Room Trance,63
2014,R3HAB,How We Party,Melbourne Bounce,63
,ItaloBrothers,My Life Is A Party,Hands Up,63
,Tiësto,Grapevine,Brazilian Bass,63
,Borgore,Forbes,Brostep,63
,HEARTSTEEL,PARANOIA,Trap,63
2001,Daft Punk,Crescendolls,Electro House,63
2014,Röyksopp,Do It Again,Electro House,63
,Peking Duk,Fire,,63
,Swedish House Mafia,Redlight,G-House,63
2011,Nicky Romero,Toulouse,Electro House,63
2022,The Blessed Madonna,Levitating,House,63
2020,The Blessed Madonna,Levitating,Diva House,63
2024,David Guetta,I Don't Wanna Wait,Electro House,63
,Borgore,Forbes,Hybrid Trap,63
,Havana Brown,We Run The Night,Festival Progressive House,63
,Martin Garrix,Now That I've Found You,Festival Progressive House,63
2021,The Blessed Madonna,Levitating,G-House,63
2017,AronChupa,Llama In My Living Room,Melbourne Bounce,63
,Calvin Harris,Acceptable In The 80's,Nu-Disco,63
,Loud Luxury,These Nights,Garage House,63
,Sam Feldt,The Best Days,Tropical House,63
,Calvin Harris,Acceptable In The 80's,Electro-Disco,63
,Nathan Dawe,Cheatin',-,63
,Yellow Claw,Catch Me,Trap,63
,Martin Garrix,Can't Feel My Face,Big Room House,63
